sku,name,brand_id
68011162,OmniTaper EV Ø5.5 x 11mm OsseoSpeed,33effb38-a665-4645-aa81-fadee5e6c486
68011163,OmniTaper EV Ø5.5 x 13mm OsseoSpeed,33effb38-a665-4645-aa81-fadee5e6c486
68011164,OmniTaper EV Ø5.5 x 15mm OsseoSpeed,33effb38-a665-4645-aa81-fadee5e6c486
68015132,OmniTaper Radiographic Template,33effb38-a665-4645-aa81-fadee5e6c486
68017014,OmniTaper Tap Ø3.0 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017015,OmniTaper Tap Ø3.4 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017016,OmniTaper Tap Ø3.8 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017017,OmniTaper Tap Ø4.5 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017018,OmniTaper Mucosal Punch Ø3.0 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017019,OmniTaper Mucosal Punch Ø3.4 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017020,OmniTaper Mucosal Punch Ø3.8 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017021,OmniTaper Mucosal Punch Ø4.5 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017038,OmniTaper Sleeve for Implant Driver TempBase WD GS,33effb38-a665-4645-aa81-fadee5e6c486
68017039,OmniTaper Sleeve for Implant Driver TempBase ND GS,33effb38-a665-4645-aa81-fadee5e6c486
68017040,OmniTaper Positioning Aid EV (XS) GS,33effb38-a665-4645-aa81-fadee5e6c486
68017041,OmniTaper Positioning Aid EV (S) GS,33effb38-a665-4645-aa81-fadee5e6c486
68017042,OmniTaper Positioning Aid EV (M) GS,33effb38-a665-4645-aa81-fadee5e6c486
68017043,OmniTaper Stabilization Abutment ND GS,33effb38-a665-4645-aa81-fadee5e6c486
68017044,OmniTaper Positioning Aid EV (L) GS,33effb38-a665-4645-aa81-fadee5e6c486
68017045,OmniTaper Stabilization Abutment WD GS,33effb38-a665-4645-aa81-fadee5e6c486
68017104,OmniTaper Drill Sleeve WD for Drill Ø2.0 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017105,OmniTaper Drill Sleeve ND for Drill Ø2.0 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017112,OmniTaper Drill Sleeve WD for Drill Ø3.0 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017113,OmniTaper Drill Sleeve ND for Drill Ø3.0 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017120,OmniTaper Drill Sleeve WD for Drill Ø3.4 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017121,OmniTaper Drill Sleeve ND for Drill Ø3.4 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017128,OmniTaper Drill Sleeve WD for Drill Ø3.8 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017129,OmniTaper Drill Sleeve ND for Drill Ø3.8 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017136,OmniTaper Drill Sleeve WD for Drill Ø4.5 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017203,OmniTaper Surgical Tray GS,33effb38-a665-4645-aa81-fadee5e6c486
68017100,OmniTaper Crestal Drill Ø3.0 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017101,OmniTaper Crestal Drill Ø3.4 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017102,OmniTaper Crestal Drill Ø3.8 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017106,OmniTaper Drill Ø2.0 x 8mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017107,OmniTaper Drill Ø2.0 x 11mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017108,OmniTaper Drill Ø2.0 x 13mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017109,OmniTaper Drill Ø2.0 x 15mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017110,OmniTaper Drill Ø2.0 x 9.5mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017111,OmniTaper Initial Drill Ø3.0 GS,33effb38-a665-4645-aa81-fadee5e6c486
